latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.699997,-74.0,27.0,-18000,America/New_York,EST

time,weathercode (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (inch),snowfall_sum (inch),windspeed_10m_max (mp/h),windgusts_10m_max (mp/h)
2017-01-01,3,46.6,30.0,39.7,27.2,39.2,34.1,2017-01-01T07:18,2017-01-01T16:41,9.01,0.000,0.000,11.3,23.7
2017-01-02,53,40.3,29.4,35.9,25.3,32.8,29.8,2017-01-02T07:18,2017-01-02T16:42,1.00,0.136,0.000,9.8,18.3
2017-01-03,61,43.0,39.4,41.0,31.6,38.1,34.8,2017-01-03T07:18,2017-01-03T16:43,0.83,0.379,0.000,13.6,24.8
2017-01-04,51,50.3,31.2,41.9,24.9,42.6,36.5,2017-01-04T07:18,2017-01-04T16:43,4.58,0.012,0.000,14.8,29.8
2017-01-05,71,32.7,27.5,29.7,17.0,24.0,21.1,2017-01-05T07:18,2017-01-05T16:44,6.15,0.000,0.056,12.5,24.8
2017-01-06,73,32.9,24.3,29.2,18.3,24.8,22.4,2017-01-06T07:18,2017-01-06T16:45,6.99,0.000,0.746,6.3,14.8
2017-01-07,73,24.3,20.7,22.7,10.6,17.8,13.0,2017-01-07T07:18,2017-01-07T16:46,1.49,0.000,2.234,13.5,26.6
2017-01-08,3,22.3,9.7,16.1,4.3,13.1,8.4,2017-01-08T07:18,2017-01-08T16:47,9.40,0.000,0.000,13.9,28.0
2017-01-09,3,20.4,4.4,12.1,-3.1,11.6,4.7,2017-01-09T07:18,2017-01-09T16:48,8.41,0.000,0.000,7.5,12.8
2017-01-10,51,38.6,9.8,25.9,1.1,30.6,18.6,2017-01-10T07:17,2017-01-10T16:49,7.25,0.004,0.000,12.9,39.1
2017-01-11,61,49.9,37.7,42.6,31.4,40.0,36.3,2017-01-11T07:17,2017-01-11T16:50,8.71,0.244,0.000,16.2,37.6
2017-01-12,61,61.3,43.6,53.1,38.4,54.4,48.1,2017-01-12T07:17,2017-01-12T16:51,4.57,0.131,0.000,12.5,34.4
2017-01-13,3,55.3,31.0,41.9,25.6,50.2,36.9,2017-01-13T07:16,2017-01-13T16:53,9.60,0.000,0.000,13.5,25.7
2017-01-14,73,34.9,27.9,30.5,19.6,25.4,23.2,2017-01-14T07:16,2017-01-14T16:54,6.08,0.000,0.580,4.9,11.0
2017-01-15,2,38.6,25.3,31.4,21.8,32.8,25.9,2017-01-15T07:16,2017-01-15T16:55,10.47,0.000,0.000,6.5,14.3
2017-01-16,3,40.4,23.6,31.4,18.8,33.9,26.3,2017-01-16T07:15,2017-01-16T16:56,10.31,0.000,0.000,6.2,12.1
2017-01-17,55,39.8,32.6,36.8,30.2,33.7,32.1,2017-01-17T07:15,2017-01-17T16:57,1.89,0.231,0.000,7.7,17.2
2017-01-18,53,40.2,35.2,38.4,32.6,36.8,34.5,2017-01-18T07:14,2017-01-18T16:58,1.45,0.076,0.000,7.0,17.7
2017-01-19,3,47.8,32.8,39.5,32.2,39.3,35.9,2017-01-19T07:14,2017-01-19T16:59,8.65,0.000,0.000,6.4,12.8
2017-01-20,53,44.6,29.8,37.7,31.4,38.4,34.9,2017-01-20T07:13,2017-01-20T17:00,5.93,0.096,0.000,4.3,8.7
2017-01-21,3,49.2,39.5,43.8,37.8,41.9,39.5,2017-01-21T07:12,2017-01-21T17:02,4.12,0.000,0.000,5.1,13.9
2017-01-22,51,47.7,42.1,44.4,36.7,43.3,40.9,2017-01-22T07:12,2017-01-22T17:03,2.96,0.008,0.000,12.9,26.6
2017-01-23,71,41.6,35.4,38.3,25.7,35.5,29.1,2017-01-23T07:11,2017-01-23T17:04,1.47,0.593,0.028,21.0,43.8
2017-01-24,63,39.1,34.5,36.9,25.9,31.1,29.0,2017-01-24T07:10,2017-01-24T17:05,1.39,1.051,0.000,21.3,44.7
2017-01-25,1,49.2,32.8,39.0,27.2,41.5,33.8,2017-01-25T07:10,2017-01-25T17:06,11.00,0.000,0.000,13.7,25.9
2017-01-26,53,50.0,39.2,43.0,33.3,46.8,37.8,2017-01-26T07:09,2017-01-26T17:08,4.63,0.071,0.000,14.4,27.5
2017-01-27,3,42.0,33.8,38.4,27.2,33.0,31.1,2017-01-27T07:08,2017-01-27T17:09,6.71,0.000,0.000,15.0,29.8
2017-01-28,3,38.1,28.7,33.6,25.4,29.2,27.1,2017-01-28T07:07,2017-01-28T17:10,6.92,0.000,0.000,14.5,27.3
2017-01-29,3,42.0,27.9,33.2,26.2,32.3,29.0,2017-01-29T07:06,2017-01-29T17:11,10.78,0.000,0.000,11.9,21.9
2017-01-30,3,37.3,24.1,30.4,22.7,27.5,24.9,2017-01-30T07:05,2017-01-30T17:13,10.09,0.000,0.000,11.3,21.7
2017-01-31,73,34.1,24.4,28.9,18.5,26.3,22.5,2017-01-31T07:04,2017-01-31T17:14,4.86,0.000,0.525,8.4,31.8
2017-02-01,3,44.9,28.6,36.3,24.1,36.5,30.7,2017-02-01T07:03,2017-02-01T17:15,8.62,0.000,0.000,12.0,24.2
2017-02-02,3,42.7,27.6,33.9,25.6,32.6,29.2,2017-02-02T07:02,2017-02-02T17:16,11.04,0.000,0.000,13.0,24.8
2017-02-03,3,33.5,24.2,29.0,18.0,24.8,21.5,2017-02-03T07:01,2017-02-03T17:17,8.31,0.000,0.000,11.6,23.0
2017-02-04,3,33.7,22.2,27.2,11.7,24.9,18.5,2017-02-04T07:00,2017-02-04T17:19,13.19,0.000,0.000,13.5,26.4
2017-02-05,71,42.2,28.1,34.0,21.6,32.4,26.8,2017-02-05T06:59,2017-02-05T17:20,7.35,0.008,0.139,10.2,21.3
2017-02-06,2,46.7,27.4,35.8,28.1,39.1,32.4,2017-02-06T06:58,2017-02-06T17:21,12.99,0.000,0.000,7.9,16.6
2017-02-07,53,45.5,32.7,39.1,29.6,38.2,32.1,2017-02-07T06:57,2017-02-07T17:22,3.75,0.118,0.000,8.3,23.9
2017-02-08,53,60.2,38.0,50.8,36.7,52.7,44.3,2017-02-08T06:56,2017-02-08T17:24,11.24,0.036,0.000,10.7,24.2
2017-02-09,75,36.8,15.9,27.1,8.3,35.6,18.0,2017-02-09T06:55,2017-02-09T17:25,3.20,0.020,7.303,19.0,37.1
2017-02-10,71,28.0,13.8,20.5,7.3,20.9,14.5,2017-02-10T06:54,2017-02-10T17:26,13.56,0.000,0.111,14.1,26.6
2017-02-11,73,43.6,26.5,34.2,20.8,36.2,28.5,2017-02-11T06:52,2017-02-11T17:27,10.35,0.004,0.249,6.6,21.3
2017-02-12,73,35.7,30.0,32.8,22.2,29.3,26.2,2017-02-12T06:51,2017-02-12T17:28,1.53,0.356,1.241,10.9,20.6
2017-02-13,51,35.9,25.9,32.2,21.2,27.7,23.6,2017-02-13T06:50,2017-02-13T17:30,12.96,0.008,0.000,22.3,43.0
2017-02-14,1,36.9,20.2,27.9,15.4,32.2,24.6,2017-02-14T06:49,2017-02-14T17:31,12.75,0.000,0.000,10.0,19.7
2017-02-15,51,40.9,25.7,33.6,21.5,39.1,29.1,2017-02-15T06:47,2017-02-15T17:32,11.86,0.028,0.000,13.0,27.3
2017-02-16,3,33.5,25.3,29.4,19.2,25.5,22.1,2017-02-16T06:46,2017-02-16T17:33,12.59,0.000,0.000,17.1,33.1
2017-02-17,1,38.7,24.2,29.6,17.4,34.3,24.7,2017-02-17T06:45,2017-02-17T17:34,15.44,0.000,0.000,12.1,24.2
2017-02-18,1,55.5,25.6,40.6,22.6,52.2,37.3,2017-02-18T06:43,2017-02-18T17:36,14.78,0.000,0.000,9.1,20.8
2017-02-19,2,64.6,40.6,49.4,39.9,53.9,45.8,2017-02-19T06:42,2017-02-19T17:37,13.26,0.000,0.000,9.0,16.1
2017-02-20,0,52.1,34.0,42.3,29.9,43.6,38.2,2017-02-20T06:40,2017-02-20T17:38,15.38,0.000,0.000,9.3,17.0
2017-02-21,2,45.5,26.6,36.7,23.1,36.7,31.6,2017-02-21T06:39,2017-02-21T17:39,12.66,0.000,0.000,7.6,13.9
2017-02-22,3,55.3,36.8,44.1,33.5,49.3,38.4,2017-02-22T06:38,2017-02-22T17:40,8.60,0.000,0.000,6.8,11.9
2017-02-23,3,63.5,36.6,49.9,34.7,54.3,43.6,2017-02-23T06:36,2017-02-23T17:42,11.16,0.000,0.000,7.6,15.2
2017-02-24,3,67.9,49.6,57.0,41.6,61.6,51.3,2017-02-24T06:35,2017-02-24T17:43,13.23,0.000,0.000,10.2,17.2
2017-02-25,55,62.4,44.9,55.1,39.3,58.8,50.3,2017-02-25T06:33,2017-02-25T17:44,10.85,0.055,0.000,12.2,32.9
2017-02-26,3,43.7,33.9,39.1,27.0,36.6,30.4,2017-02-26T06:32,2017-02-26T17:45,16.85,0.000,0.000,14.1,25.9
2017-02-27,3,51.9,29.7,40.2,23.5,42.9,34.4,2017-02-27T06:30,2017-02-27T17:46,13.29,0.000,0.000,10.1,19.5
2017-02-28,53,58.8,37.3,48.1,37.0,51.0,44.8,2017-02-28T06:29,2017-02-28T17:47,14.23,0.119,0.000,6.8,15.7
2017-03-01,55,69.7,49.6,59.2,48.1,58.6,54.5,2017-03-01T06:27,2017-03-01T17:48,6.71,0.161,0.000,17.1,33.6
2017-03-02,2,61.7,35.5,45.8,27.5,52.9,35.8,2017-03-02T06:26,2017-03-02T17:50,17.51,0.000,0.000,21.8,43.8
2017-03-03,51,38.7,26.2,33.2,15.4,27.4,23.2,2017-03-03T06:24,2017-03-03T17:51,15.83,0.004,0.000,15.0,32.9
2017-03-04,3,32.1,18.8,25.4,6.8,16.2,12.9,2017-03-04T06:22,2017-03-04T17:52,14.77,0.000,0.000,20.8,40.7
2017-03-05,0,35.4,15.7,25.4,4.5,28.4,16.0,2017-03-05T06:21,2017-03-05T17:53,19.36,0.000,0.000,14.5,30.0
2017-03-06,3,42.4,22.5,32.9,19.1,34.3,27.6,2017-03-06T06:19,2017-03-06T17:54,17.90,0.000,0.000,7.7,13.6
2017-03-07,55,52.0,36.5,45.9,34.5,49.9,42.8,2017-03-07T06:18,2017-03-07T17:55,6.05,0.214,0.000,9.5,20.1
2017-03-08,51,58.6,46.6,52.2,42.1,48.4,45.6,2017-03-08T06:16,2017-03-08T17:56,14.27,0.040,0.000,15.0,27.5
2017-03-09,2,59.1,44.8,50.6,39.7,49.7,44.2,2017-03-09T06:15,2017-03-09T17:57,19.00,0.000,0.000,16.5,31.1
2017-03-10,75,43.9,22.7,34.4,14.8,41.5,27.1,2017-03-10T06:13,2017-03-10T17:58,6.50,0.004,2.262,14.2,27.7
2017-03-11,3,29.2,18.5,23.4,8.0,17.9,12.9,2017-03-11T06:11,2017-03-11T17:59,17.28,0.000,0.000,18.2,35.6
2017-03-12,3,31.5,19.3,24.6,9.6,18.9,14.8,2017-03-12T06:10,2017-03-12T18:01,19.02,0.000,0.000,15.8,30.6
2017-03-13,73,33.4,19.3,26.3,12.5,25.6,19.6,2017-03-13T06:08,2017-03-13T18:02,19.63,0.000,0.111,8.0,16.1
2017-03-14,75,33.4,21.0,29.4,11.8,22.8,18.0,2017-03-14T06:06,2017-03-14T18:03,2.54,0.351,11.603,23.1,51.9
2017-03-15,71,26.2,17.1,21.9,9.2,16.5,12.3,2017-03-15T06:05,2017-03-15T18:04,16.29,0.000,0.224,19.0,35.6
2017-03-16,3,35.4,17.9,25.2,13.5,28.7,20.7,2017-03-16T06:03,2017-03-16T18:05,20.19,0.000,0.000,14.5,26.8
2017-03-17,1,39.8,16.0,26.7,17.6,36.5,26.6,2017-03-17T06:02,2017-03-17T18:06,21.82,0.000,0.000,10.5,18.6
2017-03-18,73,36.8,22.0,31.2,16.8,28.7,25.8,2017-03-18T06:00,2017-03-18T18:07,7.29,0.064,0.387,11.7,23.0
2017-03-19,3,41.8,25.6,33.8,25.4,36.8,30.5,2017-03-19T05:58,2017-03-19T18:08,21.05,0.000,0.000,12.0,22.1
2017-03-20,2,44.5,22.1,33.1,24.9,42.6,34.1,2017-03-20T05:57,2017-03-20T18:09,21.89,0.000,0.000,8.9,16.8
2017-03-21,3,47.5,33.5,39.6,34.1,49.4,40.7,2017-03-21T05:55,2017-03-21T18:10,15.74,0.000,0.000,6.6,12.8
2017-03-22,1,36.7,20.3,29.8,15.7,40.3,24.9,2017-03-22T05:53,2017-03-22T18:11,22.38,0.000,0.000,19.3,37.6
2017-03-23,0,40.2,16.7,29.0,15.5,34.5,25.0,2017-03-23T05:52,2017-03-23T18:12,22.74,0.000,0.000,10.3,22.6
2017-03-24,3,50.5,25.3,38.5,25.2,44.7,34.2,2017-03-24T05:50,2017-03-24T18:13,9.42,0.000,0.000,12.1,23.5
2017-03-25,53,58.5,41.3,47.8,37.5,52.6,42.5,2017-03-25T05:48,2017-03-25T18:14,10.61,0.076,0.000,10.3,19.7
2017-03-26,51,42.3,37.4,39.9,30.6,35.7,32.9,2017-03-26T05:47,2017-03-26T18:16,4.60,0.020,0.000,9.9,19.5
2017-03-27,61,55.4,39.7,47.1,32.5,51.1,41.8,2017-03-27T05:45,2017-03-27T18:17,5.62,0.339,0.000,7.5,15.2
2017-03-28,55,49.4,42.2,44.8,38.2,43.7,40.8,2017-03-28T05:43,2017-03-28T18:18,5.05,0.381,0.000,7.4,20.4
2017-03-29,3,58.1,38.5,47.8,36.6,48.6,42.3,2017-03-29T05:42,2017-03-29T18:19,22.29,0.000,0.000,11.7,24.6
2017-03-30,53,50.5,31.3,41.1,29.5,44.9,36.3,2017-03-30T05:40,2017-03-30T18:20,20.63,0.060,0.000,7.4,14.8
2017-03-31,63,42.2,37.6,40.0,29.2,35.7,32.4,2017-03-31T05:38,2017-03-31T18:21,1.57,1.396,0.000,17.3,37.6
2017-04-01,53,46.9,36.9,40.6,29.0,39.5,33.8,2017-04-01T05:37,2017-04-01T18:22,7.84,0.036,0.000,16.3,30.0
2017-04-02,3,60.4,35.9,47.3,33.5,51.6,42.9,2017-04-02T05:35,2017-04-02T18:23,20.56,0.000,0.000,11.3,21.0
2017-04-03,53,61.0,39.2,49.1,36.1,53.8,45.1,2017-04-03T05:33,2017-04-03T18:24,21.10,0.064,0.000,10.6,19.7
2017-04-04,63,64.3,45.4,52.0,41.9,60.6,49.1,2017-04-04T05:32,2017-04-04T18:25,6.94,0.780,0.000,13.7,36.2
2017-04-05,3,61.2,43.8,51.1,40.1,58.4,46.8,2017-04-05T05:30,2017-04-05T18:26,20.39,0.000,0.000,8.6,15.9
2017-04-06,63,54.6,40.9,45.9,32.1,52.2,39.4,2017-04-06T05:29,2017-04-06T18:27,3.13,0.890,0.000,15.0,44.3
2017-04-07,3,49.4,39.0,45.5,31.9,42.8,37.4,2017-04-07T05:27,2017-04-07T18:28,10.97,0.000,0.000,15.0,29.3
2017-04-08,2,55.3,36.8,44.9,31.6,46.6,38.5,2017-04-08T05:25,2017-04-08T18:29,25.24,0.000,0.000,14.3,28.4
2017-04-09,1,63.6,33.6,49.2,34.9,56.6,46.1,2017-04-09T05:24,2017-04-09T18:30,24.85,0.000,0.000,7.9,14.8
2017-04-10,1,72.8,41.1,57.5,42.1,67.6,55.6,2017-04-10T05:22,2017-04-10T18:31,23.67,0.000,0.000,9.3,16.3
2017-04-11,1,77.3,52.1,63.9,50.1,70.6,60.3,2017-04-11T05:21,2017-04-11T18:32,23.63,0.000,0.000,7.2,15.0
2017-04-12,51,71.7,53.3,62.0,51.8,68.9,60.6,2017-04-12T05:19,2017-04-12T18:33,14.45,0.036,0.000,9.8,18.8
2017-04-13,3,62.4,45.6,53.1,41.5,55.2,48.7,2017-04-13T05:18,2017-04-13T18:34,23.28,0.000,0.000,10.4,21.9
2017-04-14,2,61.2,40.5,50.5,40.8,60.8,49.1,2017-04-14T05:16,2017-04-14T18:35,23.13,0.000,0.000,8.2,15.9
2017-04-15,3,60.9,40.9,53.4,42.0,57.7,51.1,2017-04-15T05:14,2017-04-15T18:36,15.98,0.000,0.000,9.2,19.0
2017-04-16,2,82.4,55.6,68.3,54.6,78.0,66.2,2017-04-16T05:13,2017-04-16T18:38,19.98,0.000,0.000,12.9,24.8
2017-04-17,3,69.8,54.2,63.9,51.7,64.5,60.6,2017-04-17T05:11,2017-04-17T18:39,17.23,0.000,0.000,10.1,18.8
2017-04-18,1,60.9,45.6,52.5,42.7,60.8,49.4,2017-04-18T05:10,2017-04-18T18:40,25.05,0.000,0.000,12.0,24.8
2017-04-19,51,51.4,43.1,47.7,40.5,47.3,42.8,2017-04-19T05:08,2017-04-19T18:41,13.48,0.020,0.000,11.9,24.8
2017-04-20,53,63.7,49.6,54.5,47.5,62.3,53.5,2017-04-20T05:07,2017-04-20T18:42,10.15,0.166,0.000,8.0,14.8
2017-04-21,53,54.4,47.6,51.0,45.8,51.4,48.5,2017-04-21T05:06,2017-04-21T18:43,5.53,0.135,0.000,9.1,21.3
2017-04-22,53,54.8,48.5,51.6,44.1,54.3,50.4,2017-04-22T05:04,2017-04-22T18:44,4.03,0.140,0.000,8.6,17.4
2017-04-23,1,62.0,42.6,51.5,39.8,60.9,48.7,2017-04-23T05:03,2017-04-23T18:45,25.71,0.000,0.000,8.6,15.2
2017-04-24,3,55.7,44.2,50.6,44.9,53.0,49.5,2017-04-24T05:01,2017-04-24T18:46,9.33,0.000,0.000,7.6,16.1
2017-04-25,63,54.5,49.6,51.9,46.4,50.1,48.2,2017-04-25T05:00,2017-04-25T18:47,4.41,0.874,0.000,16.2,34.0
2017-04-26,55,60.3,52.9,56.6,49.8,63.1,56.0,2017-04-26T04:59,2017-04-26T18:48,5.90,0.217,0.000,12.4,23.9
2017-04-27,3,67.8,56.0,59.8,57.2,65.6,61.1,2017-04-27T04:57,2017-04-27T18:49,13.85,0.000,0.000,8.6,16.3
2017-04-28,2,80.8,55.9,68.0,57.8,78.3,67.8,2017-04-28T04:56,2017-04-28T18:50,25.47,0.000,0.000,7.5,14.5
2017-04-29,53,81.4,59.6,70.0,63.6,82.5,73.0,2017-04-29T04:54,2017-04-29T18:51,18.44,0.067,0.000,12.1,22.8
2017-04-30,3,62.2,51.2,56.7,46.4,64.5,52.8,2017-04-30T04:53,2017-04-30T18:52,10.91,0.000,0.000,11.2,22.6
2017-05-01,3,77.7,51.2,63.2,47.1,73.2,59.9,2017-05-01T04:52,2017-05-01T18:53,13.81,0.000,0.000,13.3,30.2
2017-05-02,51,70.9,57.9,66.4,58.6,70.5,64.4,2017-05-02T04:51,2017-05-02T18:54,18.11,0.048,0.000,17.3,31.5
2017-05-03,2,62.8,48.4,56.3,48.5,57.1,53.4,2017-05-03T04:49,2017-05-03T18:55,17.87,0.000,0.000,15.4,29.1
2017-05-04,3,59.3,43.4,51.6,44.7,56.0,49.3,2017-05-04T04:48,2017-05-04T18:56,25.89,0.000,0.000,10.7,22.6
2017-05-05,63,61.7,50.3,55.9,47.1,62.6,53.6,2017-05-05T04:47,2017-05-05T18:57,3.00,1.448,0.000,15.7,35.6
2017-05-06,53,64.2,53.1,59.8,50.3,59.7,57.3,2017-05-06T04:46,2017-05-06T18:58,17.57,0.135,0.000,15.3,31.5
2017-05-07,51,54.8,47.0,51.3,44.8,49.4,47.1,2017-05-07T04:45,2017-05-07T18:59,16.47,0.012,0.000,12.9,26.4
2017-05-08,2,56.1,42.6,49.5,40.4,52.2,45.9,2017-05-08T04:44,2017-05-08T19:00,22.85,0.000,0.000,13.6,25.5
2017-05-09,51,59.2,42.3,50.9,42.6,53.9,49.2,2017-05-09T04:42,2017-05-09T19:01,21.33,0.008,0.000,7.3,14.8
2017-05-10,3,60.2,42.6,52.3,45.7,56.7,51.6,2017-05-10T04:41,2017-05-10T19:02,21.51,0.000,0.000,5.5,13.4
2017-05-11,3,60.1,43.5,52.2,46.0,57.3,51.3,2017-05-11T04:40,2017-05-11T19:03,21.66,0.000,0.000,6.7,15.2
2017-05-12,3,57.4,44.7,51.7,47.5,55.1,51.4,2017-05-12T04:39,2017-05-12T19:04,15.57,0.000,0.000,8.3,17.2
2017-05-13,61,50.2,45.4,48.6,40.6,50.6,45.5,2017-05-13T04:38,2017-05-13T19:05,1.96,1.154,0.000,14.0,26.4
2017-05-14,53,67.2,45.2,54.9,40.9,62.2,51.2,2017-05-14T04:37,2017-05-14T19:06,21.02,0.064,0.000,13.4,25.1
2017-05-15,3,65.2,50.4,57.2,46.7,61.8,53.6,2017-05-15T04:36,2017-05-15T19:07,18.55,0.000,0.000,19.2,36.7
2017-05-16,2,74.3,50.6,63.1,52.5,71.5,63.1,2017-05-16T04:35,2017-05-16T19:08,25.74,0.000,0.000,9.3,17.7
2017-05-17,1,85.9,53.7,70.7,57.4,87.4,73.4,2017-05-17T04:35,2017-05-17T19:09,28.11,0.000,0.000,9.7,17.4
2017-05-18,1,88.2,68.4,77.5,70.5,88.8,81.2,2017-05-18T04:34,2017-05-18T19:10,23.88,0.000,0.000,11.2,19.2
2017-05-19,55,88.2,66.3,77.5,66.5,91.6,81.1,2017-05-19T04:33,2017-05-19T19:11,25.23,0.055,0.000,12.2,25.5
2017-05-20,53,64.0,52.1,58.7,51.3,62.5,57.1,2017-05-20T04:32,2017-05-20T19:12,7.11,0.044,0.000,11.2,22.4
2017-05-21,3,64.3,49.6,57.3,49.9,62.0,55.0,2017-05-21T04:31,2017-05-21T19:13,28.20,0.000,0.000,10.6,21.7
2017-05-22,61,58.8,54.0,56.8,53.4,63.1,57.4,2017-05-22T04:31,2017-05-22T19:14,2.78,0.446,0.000,8.2,19.5
2017-05-23,3,69.3,56.4,61.7,57.7,67.2,61.5,2017-05-23T04:30,2017-05-23T19:15,18.01,0.000,0.000,6.5,15.4
2017-05-24,53,66.0,55.6,59.4,57.1,64.9,61.1,2017-05-24T04:29,2017-05-24T19:16,11.38,0.044,0.000,8.5,16.6
2017-05-25,63,60.3,53.8,56.4,51.7,58.9,55.6,2017-05-25T04:28,2017-05-25T19:17,3.61,0.888,0.000,14.0,28.4
2017-05-26,61,73.5,54.8,63.4,55.4,73.2,64.2,2017-05-26T04:28,2017-05-26T19:17,17.27,0.191,0.000,10.7,25.1
2017-05-27,51,69.7,55.7,63.5,58.8,71.5,65.8,2017-05-27T04:27,2017-05-27T19:18,14.81,0.004,0.000,8.0,13.2
2017-05-28,51,68.4,55.4,61.7,57.5,69.4,63.1,2017-05-28T04:27,2017-05-28T19:19,19.17,0.012,0.000,9.5,18.3
2017-05-29,53,59.2,54.5,57.1,55.0,57.6,56.4,2017-05-29T04:26,2017-05-29T19:20,6.88,0.172,0.000,8.8,20.6
2017-05-30,55,61.1,54.2,57.9,53.2,58.4,55.9,2017-05-30T04:26,2017-05-30T19:21,12.02,0.087,0.000,9.7,21.7
2017-05-31,61,73.7,57.5,64.2,58.4,76.7,66.8,2017-05-31T04:25,2017-05-31T19:21,14.90,0.127,0.000,5.7,12.5
2017-06-01,3,76.8,57.1,66.5,60.9,75.2,68.5,2017-06-01T04:25,2017-06-01T19:22,24.14,0.000,0.000,10.9,19.9
2017-06-02,1,74.4,55.1,63.8,57.1,70.4,63.9,2017-06-02T04:24,2017-06-02T19:23,27.19,0.000,0.000,12.3,25.1
2017-06-03,53,71.8,51.5,61.2,52.9,68.4,61.1,2017-06-03T04:24,2017-06-03T19:24,25.01,0.075,0.000,13.3,27.7
2017-06-04,55,70.1,52.2,61.1,56.5,68.9,62.0,2017-06-04T04:24,2017-06-04T19:24,15.22,0.212,0.000,8.1,15.7
2017-06-05,61,74.4,59.6,65.1,61.6,71.9,66.1,2017-06-05T04:23,2017-06-05T19:25,11.83,0.262,0.000,9.4,17.4
2017-06-06,53,59.6,53.1,56.8,50.5,59.6,55.4,2017-06-06T04:23,2017-06-06T19:25,5.05,0.184,0.000,10.2,19.0
2017-06-07,51,64.7,52.5,58.5,49.9,66.7,58.3,2017-06-07T04:23,2017-06-07T19:26,15.59,0.004,0.000,8.5,19.5
2017-06-08,2,66.9,51.1,59.2,55.9,67.3,60.6,2017-06-08T04:23,2017-06-08T19:27,22.86,0.000,0.000,7.6,15.2
2017-06-09,1,77.9,50.3,65.3,52.5,78.1,67.1,2017-06-09T04:22,2017-06-09T19:27,27.67,0.000,0.000,10.4,18.6
2017-06-10,51,83.4,59.2,71.9,62.7,83.5,74.5,2017-06-10T04:22,2017-06-10T19:28,26.96,0.004,0.000,11.1,22.8
2017-06-11,1,89.5,65.7,77.9,69.2,89.9,81.0,2017-06-11T04:22,2017-06-11T19:28,29.34,0.000,0.000,9.6,17.0
2017-06-12,0,91.7,68.1,80.7,74.0,94.4,85.3,2017-06-12T04:22,2017-06-12T19:29,29.35,0.000,0.000,7.3,12.5
2017-06-13,1,93.1,70.2,82.4,77.9,96.7,88.2,2017-06-13T04:22,2017-06-13T19:29,26.61,0.000,0.000,7.9,14.8
2017-06-14,53,80.5,64.2,73.7,69.2,86.7,78.5,2017-06-14T04:22,2017-06-14T19:30,23.34,0.080,0.000,8.9,17.4
2017-06-15,3,74.4,60.2,66.9,64.6,73.9,67.8,2017-06-15T04:22,2017-06-15T19:30,26.38,0.000,0.000,11.0,22.4
2017-06-16,55,69.4,61.0,65.4,63.0,72.9,68.2,2017-06-16T04:22,2017-06-16T19:30,4.96,0.233,0.000,8.4,17.4
2017-06-17,61,70.9,65.0,68.0,69.5,78.6,74.4,2017-06-17T04:22,2017-06-17T19:31,4.61,0.567,0.000,6.0,19.5
2017-06-18,51,81.9,69.6,75.4,76.0,89.9,83.3,2017-06-18T04:22,2017-06-18T19:31,16.21,0.012,0.000,11.6,23.0
2017-06-19,63,85.4,71.9,77.2,76.6,92.6,83.3,2017-06-19T04:23,2017-06-19T19:31,19.76,1.061,0.000,13.3,38.5
2017-06-20,53,81.3,68.3,74.4,75.2,82.8,79.1,2017-06-20T04:23,2017-06-20T19:32,26.87,0.032,0.000,12.7,24.4
2017-06-21,51,82.0,65.6,73.9,72.6,85.8,78.7,2017-06-21T04:23,2017-06-21T19:32,25.87,0.032,0.000,10.0,23.3
2017-06-22,3,81.6,63.1,73.4,71.9,86.6,80.6,2017-06-22T04:23,2017-06-22T19:32,23.96,0.000,0.000,7.4,15.4
2017-06-23,53,83.9,72.3,78.0,82.5,90.9,84.7,2017-06-23T04:24,2017-06-23T19:32,19.39,0.059,0.000,13.5,31.5
2017-06-24,65,83.4,69.7,77.2,77.8,87.3,82.1,2017-06-24T04:24,2017-06-24T19:32,24.71,1.337,0.000,14.5,34.9
2017-06-25,1,79.6,65.7,73.1,73.8,84.4,78.5,2017-06-25T04:24,2017-06-25T19:32,23.70,0.000,0.000,9.9,18.8
2017-06-26,2,76.9,60.8,69.6,65.1,77.6,72.5,2017-06-26T04:25,2017-06-26T19:32,26.12,0.000,0.000,8.7,17.0
2017-06-27,53,76.3,62.0,68.0,64.5,79.6,71.8,2017-06-27T04:25,2017-06-27T19:32,24.61,0.116,0.000,9.9,21.5
2017-06-28,1,77.1,57.9,68.2,60.6,78.5,70.0,2017-06-28T04:25,2017-06-28T19:32,26.43,0.000,0.000,11.2,20.6
2017-06-29,2,81.8,62.4,72.7,67.3,83.1,75.4,2017-06-29T04:26,2017-06-29T19:32,24.90,0.000,0.000,12.1,24.4
2017-06-30,51,86.8,71.0,78.3,73.4,92.4,82.6,2017-06-30T04:26,2017-06-30T19:32,23.91,0.016,0.000,11.6,21.5
2017-07-01,53,83.4,72.4,76.8,78.1,89.9,82.6,2017-07-01T04:27,2017-07-01T19:32,15.62,0.094,0.000,9.8,24.2
2017-07-02,3,86.7,70.9,78.5,78.6,90.8,85.2,2017-07-02T04:27,2017-07-02T19:32,25.43,0.000,0.000,8.5,16.1
